epoch,train_loss,freeze_embedding,Recall@1,Recall@3,Recall@5,MRR
1,0.2763899918440934,False,0.21533333333333332,0.396,0.4693333333333333,0.3341663248591008
2,0.1941400884271978,False,0.25733333333333336,0.43733333333333335,0.536,0.38302038835897867
3,0.16681780133928573,False,0.292,0.49533333333333335,0.582,0.4262248206905279
4,0.14758367852850274,False,0.304,0.5233333333333333,0.614,0.44708323962908425
5,0.1324439415564904,False,0.326,0.5526666666666666,0.6286666666666667,0.46950415172396764
6,0.1233634529532967,False,0.3273333333333333,0.552,0.6533333333333333,0.4755925271857456
7,0.11380574991414835,False,0.33466666666666667,0.586,0.6706666666666666,0.4896335958486223
8,0.10692588051596841,False,0.342,0.584,0.6826666666666666,0.4956703793984807
9,0.10209706065418957,False,0.3473333333333333,0.594,0.6806666666666666,0.50236226581635
10,0.09710995181576236,False,0.364,0.6026666666666667,0.6986666666666667,0.51476608335246
11,0.09326037731799451,False,0.36466666666666664,0.6113333333333333,0.7086666666666667,0.5194574798163789
12,0.08955668355082418,False,0.36,0.6186666666666667,0.7106666666666667,0.5189311861265905
13,0.08534592848557693,False,0.372,0.6306666666666667,0.7246666666666667,0.5302502702357245
14,0.08196048946171017,False,0.36733333333333335,0.6306666666666667,0.716,0.5247675495710935
15,0.0790671883048592,False,0.382,0.626,0.7233333333333334,0.535328177105266
16,0.07731712257469094,False,0.37866666666666665,0.64,0.734,0.5371549916499042
17,0.07540876786787432,False,0.378,0.642,0.7453333333333333,0.5367929544404902
18,0.07272590385688531,False,0.37733333333333335,0.6333333333333333,0.732,0.5354691348612495
19,0.06579405396849244,False,0.37866666666666665,0.638,0.7433333333333333,0.5399744052509758
20,0.06427991259229052,False,0.38066666666666665,0.6486666666666666,0.7426666666666667,0.542564892561318
21,0.06247048849587912,False,0.38533333333333336,0.6426666666666667,0.7453333333333333,0.5427930773049023
22,0.06172800588083791,False,0.386,0.6553333333333333,0.754,0.546995247657372
23,0.061595874828296704,False,0.376,0.654,0.738,0.5421384848568129
24,0.05903726095681662,False,0.3913333333333333,0.6573333333333333,0.7506666666666667,0.5519169041787815
25,0.05813145899510646,False,0.39,0.6706666666666666,0.7613333333333333,0.5553032072690491
26,0.0587133051274897,False,0.398,0.66,0.742,0.5561509687659448
27,0.05622444572029533,False,0.38533333333333336,0.6633333333333333,0.754,0.5513039573215442
28,0.056605747767857144,False,0.394,0.6606666666666666,0.75,0.5549064811518402
29,0.053145020872682004,False,0.39866666666666667,0.6626666666666666,0.7513333333333333,0.558416571433828
30,0.05255495846926511,False,0.4,0.6653333333333333,0.76,0.5608234430058551
31,0.051383133772965314,False,0.4026666666666667,0.6613333333333333,0.758,0.5620010227141042
32,0.05096636761675824,False,0.4033333333333333,0.672,0.7586666666666667,0.5630566329777308
33,0.049948975280091006,False,0.398,0.6653333333333333,0.76,0.5595779556105797
34,0.048694652515453296,False,0.39666666666666667,0.672,0.7686666666666667,0.5618161942559899
35,0.04849544986263736,False,0.4033333333333333,0.6746666666666666,0.7706666666666667,0.5647974049034921
36,0.046440962906722186,False,0.4046666666666667,0.6753333333333333,0.7673333333333333,0.5658965574626595
37,0.04744527628133585,False,0.4166666666666667,0.6713333333333333,0.7693333333333333,0.5719846178213263
38,0.047024737347613324,False,0.4186666666666667,0.676,0.7666666666666667,0.5739292686036629
39,0.046340607024811124,False,0.4086666666666667,0.6733333333333333,0.77,0.5686384491837064
40,0.045717092660757214,False,0.404,0.674,0.7646666666666667,0.5658185778621612
41,0.04594060876867273,False,0.4106666666666667,0.6746666666666666,0.7673333333333333,0.5691787158517263
42,0.0455799312381954,False,0.41133333333333333,0.6746666666666666,0.7673333333333333,0.5693456228792088
43,0.04407970721905048,False,0.4033333333333333,0.6786666666666666,0.7673333333333333,0.5659730166884863
